movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Born American (1986),A trio of vacationing American students cross the border from Finland to the USSR during the Cold War and are soon imprisoned after a skirmish with Soviet soldiers.,1986-08-29,Action Drama Thriller,97,3388020,,3388020,2225475.0,Palisades Pictures
'Round Midnight (1986),"A troubled, but talented musician flees the US to escape his problems, finding refuge and support in Paris.",1986-10-03,Drama Music,133,3272593,,3272593,25384.0,Warner Bros.
The Naked Cage (1986),"A young woman wrongly convicted of a bank robbery is sent to a prison run by a corrupt warden. She struggles to survive the harsh prison life, where violent bullying, sexual assault and drug addiction run rampant.",1986-03-07,Action Crime Drama Thriller,97,3136701,,3136701,,Cannon Film Distributors
Bullies (1986),"The Morris family moves from the city in an attempt to make a new life in a small resort town, only to be confronted by a sadistic rural clan, the Cullens.",1986-08-29,Action Drama Thriller,96,2995527,,2995527,1532605.0,Universal Pictures
Sid and Nancy (1986),"The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed.",1986-10-17,Biography Drama Music Romance,112,2826523,24184.0,2850722,50829.0,The Samuel Goldwyn Company
Deadtime Stories (1986),"""Deadtime Stories"" is a 1986 horror anthology, where a babysitting uncle tells his nephew three horror stories about killer witches, Little Red Riding Hood and a werewolf, and ""Goldi Lox"" and the three bears.",1986-11-28,Comedy Drama Fantasy Horror Mystery Thriller,93,2750741,,2750741,708112.0,Palisades Pictures
Playing for Keeps (1986),"Danny, Spikes and Silk have just recently graduated from high school in New York. Danny finds a title deed for a huge house in a small town. He has a dream to turn it into a Rock n' Roll hotel. The townspeople though are not very welcome to the New Yorkers. With a little help from an aging stockbroker, a local girl, and the ""stockholders"" (friends from New York), they are able to help Danny pursue his dream.",1986-10-03,Comedy,102,2669366,,2669366,1406300.0,Universal Pictures
Heathcliff: The Movie (1986),"In the end, Heathcliff close the old photo album and the three nephews throw him out of the house and they all play together.",1986-01-17,Animation Comedy Family,73,2610686,,2610686,,Atlantic Releasing Corporation
The Men's Club (1986),"Men form a discussion group to share feelings about life and women. As their gathering gets wilder, a wife comes home. After being kicked out, they still want to continue the night.",1986-09-19,Drama,101,2556361,,2556361,1146992.0,Atlantic Releasing Corporation
Streets of Gold (1986),"Alek is an immigrant who has just moved to the U. S. He was banned from competing for the USSR Olympic boxing team because of his religion. Depressed and alcoholic, he finds happiness and redemption when he trains two fighters.",1986-11-14,Drama Sport,95,2546238,,2546238,1279498.0,Twentieth Century Fox
True Stories (1986),"A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show.",1986-10-10,Comedy Musical,89,2545142,317.0,2545459,,Warner Bros.
Reform School Girls (1986),"A new group of girls arrives at Pridemore Juvenile Facility, where the brutal warden plays favoritism with a few, and treats the rest like animals. But one girl is not taking this horrible treatment lying down.",1986-08-22,Crime Drama Thriller,94,2510433,,2510433,,New World Pictures
P.O.W. the Escape (1986),"Col. Cooper leads a group of American P.O.W.s, battling their way to freedom as Saigon falls to the Viet Cong.",1986-04-04,Action Adventure Drama War,90,2497233,,2497233,1100691.0,Cannon Film Distributors
Desert Hearts (1985),"While waiting for her divorce papers, a repressed professor of literature is unexpectedly seduced by a carefree, spirited young lesbian.",1986-03-07,Drama Romance,91,2492088,,2492995,,The Samuel Goldwyn Company
My Beautiful Laundrette (1985),An ambitious Pakistani Briton and his white boyfriend strive for success and hope when they open a glamorous laundromat.,1986-03-07,Comedy Drama Romance,97,2451545,9432.0,2462352,,Orion Classics
"Hey There, It's Yogi Bear (1964)",Yogi Bear and Boo-Boo escape from Jellystone and Ranger Smith to find Cindy Bear.,1986-01-17,Adventure Animation Comedy Family Musical Romance,89,2438233,,2438233,414552.0,Atlantic Releasing Corporation
Dangerously Close (1986),"A rebel without a cause at an elite uptight High School discovers some of his classmates have formed an even more elite clique hell-bent on ridding the school of what they deem to be its undesirables because of ethnicity, politics, etc.",1986-05-09,Action Crime Thriller,95,2390525,,2390525,1180506.0,Cannon Film Distributors
At Close Range (1986),"Reunited with his career criminal father, tough teen Brad thinks he's found his ticket to an exciting life of crime, only to find out he's wrong.",1986-04-18,Crime Drama,116,2347000,77.0,2347077,180286.0,Orion Pictures
Shanghai Surprise (1986),"Shanghai, 1938: A missionary woman hires a fortune hunter to help her find 1100 lbs. opium lost, as wounded need the morphine. Adventure and romance follows.",1986-08-29,Adventure Comedy Crime Drama Romance,97,2315683,,2315683,729885.0,Metro-Goldwyn-Mayer (MGM)
Sky Bandits (1986),"Through a series of circumstances, a pair of Old West gunfighters end up as fighter pilots in World War I.",1986-10-31,Action Adventure Drama War Western,105,2295500,,2295500,1468500.0,Galaxy International Releasing
Nomads (1986),"A French anthropologist specializing in nomadic groups moves to Los Angeles with his wife, and starts following a group of sinister street punks who seem to live and move around in a black van. But they aren't what they seem.",1986-03-07,Drama Horror Mystery Thriller,91,2278264,,2278264,1013328.0,Atlantic Releasing Corporation
Turtle Diary (1985),A man and a woman find something very touching about the sea turtles in their tank at London Zoo. They meet and form an odd but endearing camaraderie as they plot to steal two of the turtles.,1986-02-14,Comedy Drama Romance,97,2156772,,2156772,40115.0,The Samuel Goldwyn Company
Three Men and a Cradle (1985),"Jacques, Pierre, and Michel are three adult friends who enjoy single life until they find themselves stuck with a baby.",1986-04-25,Comedy,106,2052466,,2052466,25380.0,The Samuel Goldwyn Company
Rad (1986),"The story of one young man, Cru Jones, who has the intensity and desire to win a BMX race called Helltrack.",1986-03-21,Drama Sport,93,2015882,,2015882,408980.0,TriStar Pictures
Betty Blue (1986),A lackadaisical handyman and aspiring novelist tries to support his younger girlfriend as she slowly succumbs to madness.,1986-11-07,Drama Romance,119,2016851,,2016851,29383.0,Alive Films
The Clan of the Cave Bear (1986),A young Cro-Magnon woman is raised by Neanderthals.,1986-01-17,Adventure Drama Fantasy,98,1953732,,1953732,25428.0,Warner Bros.
Jake Speed (1986),"In a world where, unbeknownst to the public, all famous pulp fiction heroes are real, one of them, Jake Speed, agrees to help desperate Margaret Winston save her sister from sadistic white slaver Sid, who's operating in Africa.",1986-05-30,Action Adventure Comedy Crime,105,1943751,,1943751,1058048.0,New World Pictures
The Decline of the American Empire (1986),Secrets are shared and spilled when a group of academics and their partners spend a weekend at a country retreat.,1986-11-14,Comedy Drama,101,1902706,13086.0,1915792,,Cineplex Odeon Films
Quiet Cool (1986),"Joe Dylanne is a plainclothes NYC cop with a badge... and a robust personality. He always resorts to unconventional methods in order to capture the city's slickest criminals. When Dylanne receives a message from Katy, an old sweetheart of his, the news is not as pleasant as he anticipated. Rather, it is an imperative call for help. Dylanne must swing into full action. This cop must travel to a remote location in the northwest in order to investigate the disappearances of his friend's relatives. It turns out that most of Kate's relatives have been murdered in cold blood. The only survivor of the slaughter is Joshua, an angst-ridden survivalist who explains to Dylanne about a sophisticated plan implicating marijuana plant growers. Dylanne and Joshua must trespass enemy territory in the name of revenge...",1986-11-07,Action,80,1900000,,1900000,815812.0,New Line Cinema
Link (1986),"When a female zoology student is invited to a remote seaside mansion to assist a primatology professor with his experiments involving chimpanzees, dangerous events start to occur, all involving the intelligent 45-year-old chimp, Link.",1986-10-03,Horror,103,1720450,,1720450,660874.0,Cannon Film Distributors
Pirates (1986),The adventures of pirate Captain Red and his first mate Frog.,1986-07-18,Action Adventure Comedy Romance,121,1641825,,1641825,1035447.0,Cannon Film Distributors
Solarbabies (1986),"In a post-apocalyptic future ruled by the military, a group of renegade teenage orphans find a legendary orb, Bohdai, that can supposedly bring the rain back to dried up Earth.",1986-11-26,Action Adventure Drama Sci-Fi,94,1579260,,1579260,704692.0,Metro-Goldwyn-Mayer (MGM)
Salvador (1986),A burnt-out photojournalist becomes involved in a Central American revolution.,1986-03-05,Drama History Thriller War,122,1500000,,1500000,,Hemdale
Clockwise (1986),A punctuality obsessed school headmaster's day goes awry when he misses the train for an important speech he's going to make at the annual Headmasters' Conference.,1986-10-10,Comedy,96,1476356,,1476356,156066.0,Universal Pictures
Down by Law (1986),"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",1986-09-20,Comedy Crime Drama,107,1435668,93531.0,1529206,,Island Pictures
GoBots: Battle of the Rock Lords (1986),The Go-Bots fight to rescue the Rock People.,1986-03-21,Action Adventure Animation Family Sci-Fi,75,1338264,,1338264,531905.0,Atlantic Releasing Corporation
8 Million Ways to Die (1986),"Former police detective Matthew Scudder, still recovering from his alcohol addiction, is seemingly drawn into the Los Angeles criminal underworld after stumbling upon a local drug ring.",1986-04-25,Action Crime Drama Thriller,115,1305114,,1305114,609955.0,TriStar Pictures
Native Son (1986),"In 1940s Chicago, a young black man takes a job as a chauffeur to a white family, which takes a turn for the worse when he accidentally kills the teenage daughter of the couple and then tries to cover it up.",1986-12-12,Drama Romance,111,1301121,,1301121,,Cinecom Pictures
The Adventures of the American Rabbit (1986),"To fight evil, a young rabbit can transform into a star spangled superhero.",1986-01-17,Animation Family Fantasy,85,1268443,,1268443,291126.0,Atlantic Releasing Corporation
From Beyond (1986),"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",1986-10-24,Horror Sci-Fi,85,1261000,,1261000,514417.0,Empire Pictures
Water (1985),A British diplomat to a West Indian island nation finds his idyllic existence thrown into chaos when a large American drilling company finds a huge source of natural mineral water there.,1986-04-18,Adventure Comedy Drama,115,1256862,,1256862,510136.0,Atlantic Releasing Corporation
Touch and Go (1986),"An ice hockey star is accosted by a youth gang who attempt to rob him; after he chases them off he catches the youngest member and gives him a ride home, where he meets the boy's mother. A romantic plot ensues, as well as a confrontation with the gang leaders.",1986-08-22,Comedy Drama Romance Sport,101,1254040,,1254040,126939.0,TriStar Pictures
Home of the Brave: A Film by Laurie Anderson (1986),"Concert film of Laurie Anderson performing songs from her first three albums, selections from her four-night epic ""United States Live,"" and several new songs, which incorporate a unique blend of film, animation, dance, and electronics.",1986-04-25,Documentary Music,90,1250000,,1250000,,Cinecom Pictures
Belizaire the Cajun (1986),A Cajun man attempts to save his town.,1986-06-13,Drama History Romance,103,1142243,,1142243,,Skouras Pictures
Half Moon Street (1986),"A brilliant researcher in London who works as a high-class hooker in her spare time, becomes a pawn in a dangerous political game, when her latest client, a nobleman who is negotiating an Arab-Israeli peace treaty, falls for her.",1986-09-26,Drama Thriller,90,1131399,,1131399,,Twentieth Century Fox
Absolute Beginners (1986),"In London in 1958, a young photographer seeks media stardom to keep the love of a beautiful, aspiring fashion designer.",1986-04-18,Drama Musical Romance,108,930211,,930211,83743.0,Orion Pictures
Marlene (1984),Retrospective on the career of enigmatic screen diva Marlene Dietrich.,1986-11-07,Biography Documentary,94,852676,,852676,14490.0,Alive Films
The Adventures of Mark Twain (1985),"Tom Sawyer, Becky Thatcher and Huck Finn join Mark Twain on his airship to meet Halley's Comet.",1986-01-17,Action Adventure Animation Family Fantasy Sci-Fi,86,849915,,849915,226525.0,Atlantic Releasing Corporation
Ginger & Fred (1986),Amelia and Pippo are reunited after several decades to perform their old music-hall act on a TV variety show.,1986-03-28,Comedy Drama,127,837623,,837953,22725.0,Metro-Goldwyn-Mayer (MGM)
Nutcracker (1986),"The colorful holiday classic is brought to the big screen, designed by famed children's story author and artist Maurice Sendak, and written to be as close to the original story. Based on the Pacific Northwest Ballet's original production.",1986-11-26,Family Fantasy Music,89,781727,,781727,351633.0,Atlantic Releasing Corporation
Defense of the Realm (1985),"After a newspaper reporter helps expose a Member of Parliament as a possible spy, he finds that there's much more to the story than that.",1986-11-21,Thriller,96,750000,,750000,19938.0,Hemdale
Where the River Runs Black (1986),An orphaned boy who was raised in the Amazon jungle is brought back to civilization by a priest who knows his father.,1986-09-19,Adventure,100,676166,,676166,,Metro-Goldwyn-Mayer (MGM)
Modern Girls (1986),"A pair of women decide to prank their roommate's nerdy blind date after she stands him up, but end up developing a friendship with him after their practical joke sends them on an all-night odyssey through the 1980s club scene.",1986-11-07,Comedy Drama Romance,84,604849,,604849,,Atlantic Releasing Corporation
Knights of the City (1986),A street gang that is also a rap group tries to get a record contract.,1986-02-14,Action Music,87,601451,,601451,,New World Pictures
Code Name: Wild Geese (1984),"Commander Robin Wesley, leader of a group of mercenaries, go to the Golden Triangle in Southeast Asia to overthrow the dictator, who is a major manufacturer and dealer of the world's opium.",1986-08-29,Action,101,600000,,600000,,New World Pictures
Night of the Creeps (1986),"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",1986-08-22,Comedy Horror Sci-Fi,88,591366,,591842,220800.0,TriStar Pictures
Nobody's Fool (1986),A sepia-tinted melodrama where a naive girl learns about men in more ways than one; a loss of innocence - but full of charm.,1986-11-07,Comedy Drama Romance,107,563358,,563358,258100.0,Island Pictures
The Assault (1986),"A Dutch doctor, haunted by grueling childhood memories of World War II, struggles to find peace as he spends his life looking for answers about the tragic night that shaped him.",1986-09-19,Drama History Romance War,141,512403,,512403,,Cannon Film Distributors
Dream Lover (1986),"She'd been ruled by her father all her life, and now, after she's been attacked in her apartment, struggling musician Kathy starts reliving the event in her dreams. She seeks help at a sleep disorder research center, but in doing so she encounters some unexpected results.",1986-02-21,Crime Drama Thriller,104,502237,,502237,202733.0,Metro-Goldwyn-Mayer (MGM)
"'night, Mother (1986)",Mother and daughter Thelma and Jessie Cates spend a night together after Jessie reveals that she will kill herself by the end of it in this cinema adaptation of Marsha Norman's Pulitzer prize-winning Broadway play.,1986-09-12,Drama,100,441863,,441863,49164.0,Universal Pictures
Desert Bloom (1986),"Rvolves around Rose Chismore's youth. She looks back and remembers her coming of age. Her memories are sometimes not very sweet, especially those of her troubled and alcoholic stepfather.",1986-04-18,Drama Family Romance,105,416393,,416393,22797.0,Columbia Pictures
Weekend Warriors (1986),"In 1961, with war looming in Berlin, an Air National Guard unit of actors, journalists and studio personnel is up for military academy consideration.",1986-08-29,Action Comedy Music,89,351623,,351623,,Moviestore Entertainment
La Cage aux Folles 3: The Wedding (1985),"Drag queen Albin can inherit a fortune from a distant relative, but must marry a woman and have a child within one year or lose it all - complicating his life with partner Renato.",1986-02-14,Comedy,87,345280,,345280,196894.0,TriStar Pictures
TerrorVision (1986),"""TerrorVision"" is a 1986 horror / science fiction movie; telling the tale of when a family's new satellite television system starts receiving signals from another planet, and soon it becomes the passageway to an alien world.",1986-02-14,Comedy Horror Sci-Fi,85,320256,,320256,320256.0,Empire Pictures
Every Time We Say Goodbye (1986),"A Protestant World War II pilot and a Jewish girl fall in love in Jerusalem, even though their diverse backgrounds threaten to pull them apart.",1986-11-14,Drama Romance War,95,278623,,278623,118200.0,TriStar Pictures
Lady Jane (1986),"The story of Lady Jane Grey, who was Queen of England for only nine days.",1986-02-07,Biography Drama History Romance,136,277646,,277646,55964.0,Paramount Pictures
Willy/Milly (1986),"Tomboy Milly wishes to be a boy as she's tired of her mom pushing girly stuff on her and boys are freer. After an eclipse, s/he wakes up with a willy. He gets a haircut and starts at a new school as Willy.",1986-11-14,Comedy Fantasy,86,277405,,277405,214000.0,Palisades Pictures
The Boy in Blue (1986),A biography of the famous sculler Ned Hanlon who led a colorful life as a bootlegger at the turn of the 20th century.,1986-01-17,Biography Drama Sport,97,275000,,275000,94261.0,Twentieth Century Fox
The Gospel According to Vic (1986),"Vic Mathews (Tom Conti) teaches a remedial class at the Blessed Edith Semple School in Scotland. Some at the school are trying to discover the two more miracles that would promote the late Edith Semple to sainthood; Mathews, a non-believer, wishes the school would concentrate on teaching the children. He becomes confused, however, when he is involved in possibly miraculous events.",1986-10-17,Comedy Drama,92,267249,,267249,10680.0,Skouras Pictures
Radioactive Dreams (1984),"After a nuclear war, Phillip Hammer and Marlowe Chandler have spent fifteen years on their own in a bunker, stuffed with junk from the 40s and old detective novels. Now, nineteen-years-old, they leave their shelter to find a world full of mutants, freaks, and cannibals. They become famous detectives in the struggle for the two keys that could fire the last nuclear weapon.",1986-09-19,Action Adventure Comedy Music Sci-Fi,98,220038,,220038,141055.0,De Laurentiis Entertainment Group (DEG)
The Girl in the Picture (1985),"Alan and Mary are pretty miserable together and split up. As an very presentable Glaswegian photographer Alan soon has chances to find consolation elsewhere, but more and more thinks of Mary. She however seems a lot less keen to try again.",1986-07-09,Comedy Romance,84,202428,,202428,,The Samuel Goldwyn Company
The Mission (1986),Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,1986-10-31,Adventure Drama History,125,17218023,284476.0,17504819,40366.0,Warner Bros.
Let's Get Harry (1986),"When Colombian revolutionaries kidnap an American engineer, his brother and friends, faced with official inaction, hire a mercenary and mount the rescue operation themselves.",1986-10-31,Action Adventure,102,140980,,140980,,TriStar Pictures
Stewardess School (1986),"The zany ""stewdents"" at a wacky flight attendants' school have all sorts of wild and crazy high-flying adventures in this '80s comedy.",1986-08-29,Action Comedy,89,136158,,136158,,Columbia Pictures
Jocks (1984),Two young friends tries to find a financial backer for the biggest disco party ever.,1986-11-14,Comedy Musical,99,120808,,120808,,Crown
Stripper (1985),"The background: A strippers' convention and a major contest. The movie focuses on a few strippers, each with her own strong motive to win.",1986-01-31,Documentary,90,90000,,90000,14155.0,Twentieth Century Fox
16 Days of Glory (1985),"The definitive photographic record of the 1984 Los Angeles Olympics, told ""from the inside"" through the lives of the participants, the words of David Perry, and the singing voice of Placido Domingo. From the opening to closing ceremonies, this unique style of storytelling shows a side of the Olympic Games not seen by television audiences.",1986-03-07,Documentary Sport,284,83857,,83857,,Paramount Pictures
